brand_model,brand,model,mileage,fuel,gear,offer_type,price,hp,year,age
smart forTwo,smart,forTwo,13300,Gasoline,Automatic,Used,10800,71.0,2019,4
Hyundai i10,Hyundai,i10,5226,Gasoline,Automatic,Used,10800,67.0,2019,4
smart forTwo,smart,forTwo,16052,Gasoline,Manual,Used,10860,71.0,2019,4
Renault Twingo,Renault,Twingo,7500,Gasoline,Manual,Demonstration,10880,92.0,2019,4
Audi A5,Audi,A5,11281,Diesel,Automatic,Employee's car,51480,231.0,2020,3
Audi A6,Audi,A6,27163,Diesel,Automatic,Employee's car,55980,286.0,2020,3
Mitsubishi Space Star,Mitsubishi,Space Star,27958,Gasoline,Manual,Used,8000,71.0,2020,3
Mitsubishi Space Star,Mitsubishi,Space Star,28100,Gasoline,Manual,Used,8290,71.0,2020,3
Toyota Aygo,Toyota,Aygo,10,Gasoline,Manual,Pre-registered,8990,72.0,2020,3
Fiat Panda,Fiat,Panda,25,Gasoline,Manual,Pre-registered,9190,69.0,2020,3
Suzuki Swift,Suzuki,Swift,50,Gasoline,Manual,Pre-registered,14785,83.0,2021,2
Fiat Panda,Fiat,Panda,10,Gasoline,Manual,Pre-registered,14788,86.0,2021,2
Hyundai i20,Hyundai,i20,7,Gasoline,Manual,Pre-registered,14790,84.0,2021,2
Hyundai i20,Hyundai,i20,11,Gasoline,Manual,Pre-registered,14790,84.0,2021,2
Hyundai i20,Hyundai,i20,12,Gasoline,Manual,Pre-registered,14790,84.0,2021,2
Opel Corsa,Opel,Corsa,2900,Gasoline,Manual,Used,14790,75.0,2021,2
SEAT Ibiza,SEAT,Ibiza,10,Gasoline,Manual,Pre-registered,14873,110.0,2021,2
Nissan Micra,Nissan,Micra,11,Gasoline,Manual,Pre-registered,14875,92.0,2021,2
Nissan Micra,Nissan,Micra,10,Gasoline,Manual,Pre-registered,14875,92.0,2021,2
Peugeot 108,Peugeot,108,1000,Gasoline,Manual,Used,14890,72.0,2021,2
Skoda Fabia,Skoda,Fabia,10,Gasoline,Manual,Employee's car,14890,95.0,2021,2
Volkswagen Golf,Volkswagen,Golf,171000,Diesel,Manual,Used,7900,140.0,2011,12
Skoda Octavia,Skoda,Octavia,131200,Gasoline,Manual,Used,6125,105.0,2011,12
Renault Scenic,Renault,Scenic,70000,Gasoline,Manual,Used,6390,110.0,2011,12
BMW X3,BMW,X3,109000,Diesel,Manual,Used,12990,184.0,2011,12
Toyota Aygo,Toyota,Aygo,90000,Gasoline,Manual,Used,3990,68.0,2011,12
Volkswagen Polo,Volkswagen,Polo,99000,Gasoline,Manual,Used,5500,60.0,2011,12
Opel Zafira,Opel,Zafira,119000,Diesel,Manual,Used,5990,125.0,2011,12
Opel Astra,Opel,Astra,128000,Diesel,Manual,Used,6490,125.0,2011,12
Volkswagen Golf,Volkswagen,Golf,149999,Diesel,Manual,Used,6599,105.0,2011,12
Mercedes-Benz A 180,Mercedes-Benz,A 180,120525,Diesel,Manual,Used,6900,109.0,2011,12
Volkswagen Golf,Volkswagen,Golf,148000,Gasoline,Automatic,Used,7600,122.0,2011,12
Audi A3,Audi,A3,171000,Gasoline,Automatic,Used,8500,125.0,2011,12
Ford Focus,Ford,Focus,86214,Gasoline,Manual,Used,8890,150.0,2011,12
Audi A1,Audi,A1,97187,Gasoline,Manual,Used,8900,86.0,2011,12
Audi A1,Audi,A1,97000,Gasoline,Manual,Used,8990,122.0,2011,12
Volkswagen Sharan,Volkswagen,Sharan,220000,Diesel,Manual,Used,9250,140.0,2011,12
Ford Focus,Ford,Focus,83542,Gasoline,Manual,Used,7490,101.0,2012,11
Mercedes-Benz B 180,Mercedes-Benz,B 180,264220,Gasoline,Manual,Used,6600,122.0,2012,11
Renault Clio,Renault,Clio,71490,Gasoline,Automatic,Used,6900,111.0,2012,11
Nissan Qashqai,Nissan,Qashqai,127490,Gasoline,Automatic,Used,8800,141.0,2012,11
Ford S-Max,Ford,S-Max,159500,Diesel,Manual,Used,9950,163.0,2012,11
Ford Focus,Ford,Focus,27500,Gasoline,Manual,Used,11980,150.0,2012,11
Audi A6,Audi,A6,46999,Gasoline,Automatic,Used,18890,179.0,2012,11
SEAT Mii,SEAT,Mii,133690,Gasoline,Manual,Used,3290,60.0,2012,11
Renault Twingo,Renault,Twingo,85655,Gasoline,Manual,Used,3500,75.0,2012,11
Opel Astra,Opel,Astra,125000,Gasoline,Manual,Used,6500,140.0,2012,11
BMW 318,BMW,318,219999,Diesel,Automatic,Used,6599,143.0,2012,11
Mazda 6,Mazda,6,127000,Gasoline,Manual,Used,7500,155.0,2012,11
Volkswagen Golf,Volkswagen,Golf,110900,Gasoline,Manual,Used,7990,105.0,2012,11
Volkswagen Golf,Volkswagen,Golf,96000,Gasoline,Manual,Used,8490,105.0,2012,11
Ford Focus,Ford,Focus,96190,Gasoline,Manual,Used,6900,125.0,2013,10
SEAT Ibiza,SEAT,Ibiza,46669,Gasoline,Manual,Used,6990,69.0,2013,10
Audi A3,Audi,A3,109044,Diesel,Manual,Used,10480,140.0,2013,10
Volkswagen Golf,Volkswagen,Golf,109281,Diesel,Automatic,Used,13940,150.0,2013,10
Ford Fiesta,Ford,Fiesta,66620,Gasoline,Manual,Used,7980,101.0,2013,10
Volkswagen Golf Plus,Volkswagen,Golf Plus,102200,Diesel,Manual,Used,10345,105.0,2013,10
Volkswagen Polo,Volkswagen,Polo,115890,Gasoline,Automatic,Used,10900,179.0,2013,10
Volkswagen Tiguan,Volkswagen,Tiguan,97990,Diesel,Manual,Used,11400,110.0,2013,10
Volkswagen Polo,Volkswagen,Polo,35450,Gasoline,Automatic,Used,11690,179.0,2013,10
Audi Q3,Audi,Q3,108000,Diesel,Automatic,Used,16400,177.0,2013,10
Ford Focus,Ford,Focus,100000,Gasoline,Manual,Used,6399,125.0,2013,10
Fiat 500C,Fiat,500C,120000,Gasoline,Manual,Used,6700,69.0,2013,10
Ford C-Max,Ford,C-Max,118000,Diesel,Automatic,Used,7990,116.0,2013,10
Opel Astra,Opel,Astra,98800,Gasoline,Manual,Used,8900,140.0,2013,10
Volkswagen Touran,Volkswagen,Touran,120000,Diesel,Manual,Used,10950,140.0,2013,10
Mercedes-Benz A 180,Mercedes-Benz,A 180,100000,Diesel,Manual,Used,11500,109.0,2013,10
Mazda CX-5,Mazda,CX-5,155200,Diesel,Manual,Used,11900,150.0,2013,10
Volkswagen Caddy,Volkswagen,Caddy,115250,Diesel,Manual,Used,7973,102.0,2014,9
Audi A3,Audi,A3,132613,Diesel,Manual,Used,10980,110.0,2014,9
Audi A3,Audi,A3,54800,Gasoline,Automatic,Used,14900,125.0,2014,9
Ford Fiesta,Ford,Fiesta,79500,Gasoline,Manual,Used,6900,101.0,2014,9
Volkswagen Polo,Volkswagen,Polo,86000,Diesel,Manual,Used,7490,75.0,2014,9
Skoda Superb,Skoda,Superb,249567,Diesel,Manual,Used,7990,170.0,2014,9
Volkswagen Polo,Volkswagen,Polo,49290,Gasoline,Manual,Used,8900,90.0,2014,9
Opel Mokka,Opel,Mokka,88131,Diesel,Manual,Used,9985,131.0,2014,9
Ford Mondeo,Ford,Mondeo,87100,Gasoline,Manual,Used,11700,160.0,2014,9
Audi A3,Audi,A3,36562,Electric,Automatic,Used,18445,150.0,2014,9
Volkswagen Golf,Volkswagen,Golf,72259,Gasoline,Manual,Used,18490,230.0,2014,9
Peugeot 108,Peugeot,108,38000,Gasoline,Manual,Used,5900,69.0,2014,9
Kia Picanto,Kia,Picanto,84665,Gasoline,Manual,Used,6600,69.0,2014,9
Skoda Octavia,Skoda,Octavia,173000,Gasoline,Manual,Used,6990,105.0,2014,9
Volkswagen Polo,Volkswagen,Polo,75917,Diesel,Manual,Used,7500,75.0,2014,9
Volkswagen up!,Volkswagen,up!,31690,Electric,Automatic,Used,9940,82.0,2015,8
Opel Insignia,Opel,Insignia,94372,Gasoline,Manual,Used,12755,170.0,2015,8
Opel Mokka,Opel,Mokka,53200,Gasoline,Automatic,Used,12860,140.0,2015,8
Kia Sportage,Kia,Sportage,72504,Gasoline,Manual,Used,14256,135.0,2015,8
Audi Q5,Audi,Q5,122090,Diesel,Automatic,Used,24884,258.0,2015,8
SEAT Mii,SEAT,Mii,37400,Gasoline,Manual,Used,6880,60.0,2015,8
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,139800,Diesel,Manual,Used,7300,90.0,2015,8
Opel Corsa,Opel,Corsa,59208,Gasoline,Manual,Used,7450,90.0,2015,8
SEAT Leon,SEAT,Leon,110000,Diesel,Manual,Used,9900,150.0,2015,8
Volkswagen Polo,Volkswagen,Polo,78700,Gasoline,Manual,Used,9900,110.0,2015,8
SEAT Leon,SEAT,Leon,135000,Diesel,Manual,Used,11250,150.0,2015,8
Ford EcoSport,Ford,EcoSport,28335,Gasoline,Manual,Used,11480,125.0,2015,8
Skoda Octavia,Skoda,Octavia,83700,Diesel,Manual,Used,11900,105.0,2015,8
SEAT Leon,SEAT,Leon,74380,Gasoline,Manual,Used,12680,125.0,2015,8
Audi A4,Audi,A4,174400,Diesel,Manual,Used,12890,190.0,2015,8
Volkswagen Tiguan,Volkswagen,Tiguan,75708,Diesel,Manual,Used,13890,110.0,2015,8
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,66000,Gasoline,Automatic,Used,14970,125.0,2015,8
BMW 520,BMW,520,138000,Diesel,Automatic,Used,15200,190.0,2015,8
Volkswagen Polo,Volkswagen,Polo,103950,Diesel,Manual,Used,8980,75.0,2016,7
Volkswagen Polo,Volkswagen,Polo,29600,Gasoline,Manual,Used,9550,60.0,2016,7
Opel Adam,Opel,Adam,81000,Gasoline,Manual,Used,10670,116.0,2016,7
Audi A3,Audi,A3,137900,Diesel,Manual,Used,12880,150.0,2016,7
Ford Focus,Ford,Focus,36062,Diesel,Automatic,Used,13370,120.0,2016,7
Volkswagen Golf,Volkswagen,Golf,91500,Gasoline,Manual,Used,13660,150.0,2016,7
Skoda Octavia,Skoda,Octavia,48900,Diesel,Manual,Used,14440,150.0,2016,7
Audi A6,Audi,A6,179790,Diesel,Manual,Used,14900,190.0,2016,7
SEAT Leon,SEAT,Leon,94680,Gasoline,Automatic,Used,14980,150.0,2016,7
Volkswagen Passat Variant,Volkswagen,Passat Variant,80750,Diesel,Manual,Used,14995,150.0,2016,7
Volkswagen Tiguan,Volkswagen,Tiguan,78550,Gasoline,Manual,Used,15890,150.0,2016,7
Audi A4,Audi,A4,107890,Diesel,Automatic,Used,18770,190.0,2016,7
Hyundai Tucson,Hyundai,Tucson,56700,Diesel,Automatic,Used,18870,141.0,2016,7
Volkswagen Tiguan,Volkswagen,Tiguan,88705,Diesel,Automatic,Used,21490,190.0,2016,7
Skoda Superb,Skoda,Superb,95000,Gasoline,Automatic,Used,21960,280.0,2016,7
Audi A6,Audi,A6,54390,Diesel,Automatic,Used,23645,190.0,2016,7
Volvo XC60,Volvo,XC60,50923,Diesel,Automatic,Used,23990,190.0,2016,7
Skoda Citigo,Skoda,Citigo,11900,Gasoline,Automatic,Used,8960,60.0,2017,6
Volkswagen Polo,Volkswagen,Polo,26600,Gasoline,Manual,Used,8970,60.0,2017,6
SEAT Ibiza,SEAT,Ibiza,55400,Gasoline,Manual,Used,9440,90.0,2017,6
Volkswagen up!,Volkswagen,up!,62146,Gasoline,Manual,Used,9640,90.0,2017,6
Volkswagen Polo,Volkswagen,Polo,21900,Gasoline,Manual,Used,10940,90.0,2017,6
Audi A1,Audi,A1,62400,Gasoline,Manual,Used,11886,95.0,2017,6
Ford Fiesta,Ford,Fiesta,14777,Gasoline,Manual,Used,13490,101.0,2017,6
Volkswagen Passat Variant,Volkswagen,Passat Variant,111480,Diesel,Manual,Used,13980,150.0,2017,6
Audi A4,Audi,A4,149980,Diesel,Manual,Used,15440,190.0,2017,6
Audi A1,Audi,A1,51200,Diesel,Automatic,Used,15900,90.0,2017,6
Audi A3,Audi,A3,119950,Diesel,Automatic,Used,16450,150.0,2017,6
Audi A3,Audi,A3,62015,Diesel,Manual,Used,16480,150.0,2017,6
SEAT Ateca,SEAT,Ateca,90150,Gasoline,Manual,Used,16790,150.0,2017,6
Volkswagen Tiguan,Volkswagen,Tiguan,178990,Diesel,Manual,Used,16900,150.0,2017,6
Volkswagen Passat Variant,Volkswagen,Passat Variant,72350,Diesel,Manual,Used,16995,150.0,2017,6
Volkswagen Golf,Volkswagen,Golf,20500,Electric,Automatic,Used,17440,116.0,2017,6
Volkswagen Golf,Volkswagen,Golf,98750,Diesel,Automatic,Used,17980,184.0,2017,6
Fiat 500,Fiat,500,79319,Gasoline,Manual,Used,8990,105.0,2018,5
Skoda Octavia,Skoda,Octavia,42000,Gasoline,Manual,Used,12760,86.0,2018,5
Audi A1,Audi,A1,43700,Gasoline,Manual,Used,13401,95.0,2018,5
Audi A3,Audi,A3,131590,Gasoline,Automatic,Used,15800,150.0,2018,5
Ford Focus,Ford,Focus,21538,Gasoline,Automatic,Used,15990,182.0,2018,5
Volkswagen Golf,Volkswagen,Golf,49276,Diesel,Automatic,Used,16940,150.0,2018,5
Volkswagen Golf,Volkswagen,Golf,68914,Diesel,Manual,Used,17790,150.0,2018,5
Skoda Octavia,Skoda,Octavia,48900,Diesel,Manual,Used,18490,150.0,2018,5
Skoda Octavia,Skoda,Octavia,104500,Diesel,Automatic,Used,18740,184.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,154850,Diesel,Automatic,Used,18980,150.0,2018,5
Volkswagen Golf,Volkswagen,Golf,100300,Diesel,Manual,Used,18980,184.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,133850,Diesel,Automatic,Used,19480,150.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,173691,Diesel,Automatic,Used,19870,150.0,2018,5
Audi A3,Audi,A3,98800,Diesel,Manual,Used,20700,150.0,2018,5
Audi Q3,Audi,Q3,55300,Gasoline,Manual,Used,20880,125.0,2018,5
Volkswagen Golf,Volkswagen,Golf,135500,Diesel,Automatic,Used,21440,184.0,2018,5
Audi Q3,Audi,Q3,63100,Gasoline,Automatic,Used,21600,150.0,2018,5
Skoda Fabia,Skoda,Fabia,21200,Gasoline,Manual,Used,10690,60.0,2019,4
Skoda Fabia,Skoda,Fabia,12200,Gasoline,Manual,Used,10890,60.0,2019,4
Fiat 500,Fiat,500,11000,Gasoline,Manual,Demonstration,11790,69.0,2019,4
Fiat 500,Fiat,500,27871,Gasoline,Manual,Used,11800,65.0,2019,4
Fiat 500,Fiat,500,23116,Gasoline,Manual,Used,11800,65.0,2019,4
Ford Fiesta,Ford,Fiesta,4561,Gasoline,Manual,Used,12650,86.0,2019,4
Volkswagen Polo,Volkswagen,Polo,29600,Gasoline,Manual,Used,12790,80.0,2019,4
SEAT Ibiza,SEAT,Ibiza,7400,Gasoline,Manual,Used,12945,80.0,2019,4
Volkswagen up!,Volkswagen,up!,21165,Gasoline,Manual,Used,12980,75.0,2019,4
Volkswagen Polo,Volkswagen,Polo,5150,Gasoline,Manual,Demonstration,13440,65.0,2019,4
SEAT Ibiza,SEAT,Ibiza,24324,Gasoline,Manual,Used,13450,95.0,2019,4
Volkswagen up!,Volkswagen,up!,7500,Gasoline,Manual,Used,13880,75.0,2019,4
Ford Ka/Ka+,Ford,Ka/Ka+,12007,Gasoline,Manual,Used,14342,86.0,2019,4
Volkswagen Golf,Volkswagen,Golf,19100,Diesel,Manual,Used,14940,116.0,2019,4
Ford C-Max,Ford,C-Max,9733,Gasoline,Manual,Used,14990,101.0,2019,4
Volkswagen Golf,Volkswagen,Golf,10950,Diesel,Manual,Used,15680,116.0,2019,4
Audi A3,Audi,A3,96474,Diesel,Manual,Used,16880,116.0,2019,4
Ford C-Max,Ford,C-Max,10701,Gasoline,Manual,Used,17686,125.0,2019,4
Ford EcoSport,Ford,EcoSport,11303,Gasoline,Manual,Used,17737,125.0,2019,4
Mitsubishi Space Star,Mitsubishi,Space Star,50,Gasoline,Manual,Pre-registered,9375,71.0,2020,3
Mitsubishi Space Star,Mitsubishi,Space Star,50,Gasoline,Manual,Pre-registered,9675,71.0,2020,3
Skoda Fabia,Skoda,Fabia,4700,Gasoline,Manual,Used,10740,60.0,2020,3
Fiat Panda,Fiat,Panda,10,Gasoline,Manual,Pre-registered,10790,69.0,2020,3
Fiat 500,Fiat,500,12000,Electric,Manual,Demonstration,13950,69.0,2020,3
Skoda Fabia,Skoda,Fabia,10,Gasoline,Manual,Pre-registered,14830,95.0,2020,3
Ford Fiesta,Ford,Fiesta,20,Gasoline,Manual,Pre-registered,15480,95.0,2020,3
Ford Fiesta,Ford,Fiesta,1575,Gasoline,Manual,Used,15490,95.0,2020,3
SEAT Mii,SEAT,Mii,3800,Electric,Automatic,Used,15840,83.0,2020,3
SEAT Ibiza,SEAT,Ibiza,100,Gasoline,Manual,Pre-registered,15940,116.0,2020,3
Hyundai i30,Hyundai,i30,300,Gasoline,Manual,Pre-registered,16380,120.0,2020,3
Ford Fiesta,Ford,Fiesta,18654,Gasoline,Manual,Employee's car,16490,125.0,2020,3
Ford Fiesta,Ford,Fiesta,755,Gasoline,Manual,Employee's car,16580,125.0,2020,3
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Pre-registered,16880,101.0,2020,3
Ford EcoSport,Ford,EcoSport,8206,Gasoline,Manual,Demonstration,16980,125.0,2020,3
Ford Fiesta,Ford,Fiesta,20,Gasoline,Manual,Pre-registered,17280,140.0,2020,3
Skoda Octavia,Skoda,Octavia,19300,Gasoline,Manual,Used,17440,116.0,2020,3
Ford Focus,Ford,Focus,15988,Gasoline,Manual,Used,17450,101.0,2020,3
Hyundai i20,Hyundai,i20,10,Gasoline,Manual,Pre-registered,15980,101.0,2021,2
Nissan Micra,Nissan,Micra,1500,Gasoline,Manual,Demonstration,16980,101.0,2021,2
Hyundai i20,Hyundai,i20,3000,Gasoline,Automatic,Demonstration,18880,101.0,2021,2
SEAT Ibiza,SEAT,Ibiza,1000,Gasoline,Automatic,Demonstration,20890,150.0,2021,2
Ford Puma,Ford,Puma,20,Gasoline,Manual,Pre-registered,20990,155.0,2021,2
Hyundai i20,Hyundai,i20,10,Gasoline,Automatic,Pre-registered,22880,120.0,2021,2
Nissan Qashqai,Nissan,Qashqai,10,Gasoline,Automatic,Pre-registered,27445,158.0,2021,2
SEAT Ateca,SEAT,Ateca,2500,Gasoline,Manual,Demonstration,27460,150.0,2021,2
SEAT Ibiza,SEAT,Ibiza,9999,Gasoline,Automatic,Used,27980,150.0,2021,2
Skoda Octavia,Skoda,Octavia,20,Electric,Automatic,Pre-registered,27980,150.0,2021,2
Audi A1,Audi,A1,6500,Gasoline,Automatic,Demonstration,29890,110.0,2021,2
SEAT Ateca,SEAT,Ateca,10,Gasoline,Automatic,Pre-registered,30680,150.0,2021,2
Nissan Qashqai,Nissan,Qashqai,2500,Diesel,Automatic,Demonstration,30990,150.0,2021,2
Hyundai i30,Hyundai,i30,10,Gasoline,Automatic,Pre-registered,31880,159.0,2021,2
Mercedes-Benz E 200,Mercedes-Benz,E 200,122922,Gasoline,Manual,Used,11899,184.0,2011,12
Audi Q5,Audi,Q5,118000,Diesel,Automatic,Used,16999,170.0,2011,12
Nissan Qashqai,Nissan,Qashqai,116000,Gasoline,Manual,Used,7740,117.0,2011,12
BMW 320,BMW,320,170000,Diesel,Manual,Used,7900,184.0,2011,12
Renault Twingo,Renault,Twingo,79000,Gasoline,Manual,Used,3790,75.0,2011,12
SEAT Ibiza,SEAT,Ibiza,60000,Gasoline,Manual,Used,5800,86.0,2011,12
Opel Astra,Opel,Astra,117080,Gasoline,Manual,Used,6380,140.0,2011,12
Skoda Octavia,Skoda,Octavia,133800,Gasoline,Manual,Used,7880,160.0,2011,12
Volkswagen Tiguan,Volkswagen,Tiguan,121160,Gasoline,Manual,Used,7980,122.0,2011,12
Fiat 500,Fiat,500,77315,Gasoline,Manual,Used,8280,101.0,2011,12
Ford C-Max,Ford,C-Max,92512,Gasoline,Manual,Used,7900,125.0,2012,11
Audi A4,Audi,A4,106093,Gasoline,Automatic,Used,14982,170.0,2012,11
Dacia Logan,Dacia,Logan,59190,Gasoline,Manual,Used,4980,84.0,2012,11
Volkswagen Passat Variant,Volkswagen,Passat Variant,100000,Gasoline,Manual,Used,9490,122.0,2012,11
Audi A3,Audi,A3,93000,Gasoline,Manual,Used,9940,122.0,2012,11
Mercedes-Benz B 180,Mercedes-Benz,B 180,55000,Gasoline,Manual,Used,12940,122.0,2012,11
BMW X1,BMW,X1,43263,Gasoline,Automatic,Used,15990,184.0,2012,11
Mercedes-Benz E 200,Mercedes-Benz,E 200,79247,Gasoline,Automatic,Used,16999,184.0,2012,11
Skoda Citigo,Skoda,Citigo,76520,Gasoline,Manual,Used,6900,75.0,2013,10
Hyundai i30,Hyundai,i30,76000,Gasoline,Manual,Used,6990,99.0,2013,10
Volkswagen Golf,Volkswagen,Golf,54000,Gasoline,Manual,Used,8985,80.0,2013,10
Mercedes-Benz C 180,Mercedes-Benz,C 180,175000,Gasoline,Manual,Used,9699,156.0,2013,10
Mercedes-Benz E 200,Mercedes-Benz,E 200,205000,Gasoline,Automatic,Used,9999,184.0,2013,10
BMW 318,BMW,318,92000,Diesel,Manual,Used,12899,143.0,2013,10
Mercedes-Benz A 180,Mercedes-Benz,A 180,85000,Diesel,Automatic,Used,12999,109.0,2013,10
Volkswagen up!,Volkswagen,up!,109799,Gasoline,Manual,Used,4748,60.0,2013,10
Kia Ceed / cee'd,Kia,Ceed / cee'd,91000,Gasoline,Manual,Used,7900,135.0,2013,10
Toyota Aygo,Toyota,Aygo,41000,Gasoline,Automatic,Used,7990,68.0,2013,10
Volkswagen Golf,Volkswagen,Golf,121500,Diesel,Automatic,Used,10799,105.0,2013,10
Mercedes-Benz A 180,Mercedes-Benz,A 180,122900,Gasoline,Manual,Used,11490,122.0,2013,10
Ford Transit,Ford,Transit,99819,Diesel,Manual,Used,11980,125.0,2013,10
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,92474,Gasoline,Manual,Used,8990,105.0,2014,9
Mazda 6,Mazda,6,148000,Diesel,Automatic,Used,9880,150.0,2014,9
Ford Mondeo,Ford,Mondeo,105553,Diesel,Manual,Used,11900,163.0,2014,9
Volvo V60,Volvo,V60,79412,Diesel,Automatic,Used,12900,114.0,2014,9
Audi A6,Audi,A6,76767,Diesel,Automatic,Used,20900,245.0,2014,9
Audi A5,Audi,A5,69986,Gasoline,Manual,Used,23990,224.0,2014,9
Audi A4,Audi,A4,210800,Diesel,Manual,Used,9500,163.0,2014,9
BMW X1,BMW,X1,117255,Diesel,Manual,Used,11980,143.0,2014,9
Audi A1,Audi,A1,67300,Gasoline,Manual,Used,11990,86.0,2014,9
Mercedes-Benz A 180,Mercedes-Benz,A 180,76123,Gasoline,Automatic,Used,14990,122.0,2014,9
BMW 320,BMW,320,80521,Gasoline,Automatic,Used,16980,184.0,2014,9
BMW 320,BMW,320,71169,Diesel,Automatic,Used,17390,184.0,2014,9
Audi A6,Audi,A6,173828,Diesel,Automatic,Used,17490,204.0,2014,9
BMW 320,BMW,320,90000,Diesel,Automatic,Used,22940,184.0,2014,9
Ford C-Max,Ford,C-Max,64225,Gasoline,Manual,Used,10900,125.0,2015,8
Audi A3,Audi,A3,64214,Gasoline,Manual,Used,15450,125.0,2015,8
Ford Mondeo,Ford,Mondeo,57000,Gasoline,Manual,Used,16790,160.0,2015,8
Mercedes-Benz E 220,Mercedes-Benz,E 220,97866,Diesel,Manual,Used,17499,170.0,2015,8
Audi A3,Audi,A3,56507,Diesel,Manual,Used,18777,110.0,2015,8
Audi A6,Audi,A6,86025,Diesel,Automatic,Used,22900,190.0,2015,8
Skoda Fabia,Skoda,Fabia,83000,Gasoline,Manual,Used,6390,60.0,2015,8
Opel Astra,Opel,Astra,97600,Gasoline,Manual,Used,8740,140.0,2015,8
Kia Rio,Kia,Rio,24233,Gasoline,Manual,Used,8970,86.0,2015,8
Ford EcoSport,Ford,EcoSport,105307,Gasoline,Manual,Used,8990,125.0,2015,8
Volkswagen Golf Variant,Volkswagen,Golf Variant,99000,Diesel,Automatic,Used,11340,110.0,2015,8
Ford Kuga,Ford,Kuga,93000,Gasoline,Manual,Used,11490,150.0,2015,8
Volkswagen Passat Variant,Volkswagen,Passat Variant,147680,Diesel,Manual,Used,11699,150.0,2015,8
Volkswagen Caddy,Volkswagen,Caddy,75674,Diesel,Manual,Used,11900,102.0,2015,8
Dacia Logan,Dacia,Logan,59420,Gasoline,Manual,Used,8900,73.0,2016,7
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,87000,Diesel,Manual,Used,9950,116.0,2016,7
Dacia Sandero,Dacia,Sandero,29615,Gasoline,Manual,Used,10900,90.0,2016,7
Volkswagen Golf,Volkswagen,Golf,67856,Gasoline,Automatic,Used,17900,150.0,2016,7
Mercedes-Benz C 200,Mercedes-Benz,C 200,65130,Gasoline,Manual,Used,18899,184.0,2016,7
Volkswagen Touran,Volkswagen,Touran,63348,Diesel,Manual,Used,18900,110.0,2016,7
Skoda Superb,Skoda,Superb,66799,Gasoline,Manual,Used,19450,150.0,2016,7
Mazda CX-5,Mazda,CX-5,38000,Gasoline,Automatic,Used,19890,192.0,2016,7
Mercedes-Benz E 200,Mercedes-Benz,E 200,63923,Gasoline,Manual,Used,19999,184.0,2016,7
BMW 520,BMW,520,79925,Diesel,Automatic,Used,20900,190.0,2016,7
Audi A3,Audi,A3,50351,Gasoline,Automatic,Used,21222,150.0,2016,7
Ford C-Max,Ford,C-Max,149230,Diesel,Manual,Used,8450,120.0,2016,7
Volkswagen Polo,Volkswagen,Polo,44805,Gasoline,Manual,Used,9450,60.0,2016,7
Ford Mondeo,Ford,Mondeo,124894,Diesel,Manual,Used,10990,150.0,2016,7
Volkswagen up!,Volkswagen,up!,49350,Gasoline,Manual,Used,8332,60.0,2017,6
Volkswagen up!,Volkswagen,up!,40000,Gasoline,Manual,Used,10985,90.0,2017,6
Volkswagen Caddy,Volkswagen,Caddy,73411,Gasoline,Manual,Used,12377,102.0,2017,6
Volkswagen Golf,Volkswagen,Golf,122580,Diesel,Manual,Used,14987,150.0,2017,6
Volkswagen Golf,Volkswagen,Golf,15000,Gasoline,Manual,Used,15325,125.0,2017,6
Skoda Superb,Skoda,Superb,48306,Gasoline,Manual,Used,17444,150.0,2017,6
Volkswagen Golf,Volkswagen,Golf,24500,Gasoline,Automatic,Used,18950,150.0,2017,6
Mercedes-Benz E 220,Mercedes-Benz,E 220,128564,Diesel,Automatic,Used,19499,194.0,2017,6
Volkswagen Golf,Volkswagen,Golf,33200,Electric,Automatic,Used,19666,136.0,2017,6
Ford Focus,Ford,Focus,74901,Gasoline,Manual,Used,19900,250.0,2017,6
Mazda CX-5,Mazda,CX-5,34624,Gasoline,Manual,Used,19980,165.0,2017,6
Volkswagen Passat Variant,Volkswagen,Passat Variant,62618,Gasoline,Automatic,Used,20900,150.0,2017,6
Volkswagen Golf,Volkswagen,Golf,42500,Gasoline,Manual,Used,20964,230.0,2017,6
Volkswagen Tiguan,Volkswagen,Tiguan,29830,Gasoline,Manual,Used,21866,150.0,2017,6
Skoda Fabia,Skoda,Fabia,71839,Diesel,Manual,Used,10490,90.0,2018,5
Skoda Octavia,Skoda,Octavia,132068,Diesel,Manual,Used,12290,116.0,2018,5
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,5099,Gasoline,Automatic,Used,18333,116.0,2018,5
Skoda Octavia,Skoda,Octavia,49987,Gasoline,Automatic,Used,18900,150.0,2018,5
Volkswagen T-Roc,Volkswagen,T-Roc,29767,Gasoline,Manual,Used,19940,150.0,2018,5
SEAT Ateca,SEAT,Ateca,18650,Diesel,Manual,Used,19950,116.0,2018,5
